	x1	y1	x2	y2	confidence	cluster	new_cluster	
448.0	-0.0912	0.011	0.012	0.2093	0.8129	-1	1	14.933333333333334
449.0	-0.0933	0.013	0.0091	0.223	0.8806	-1	1	14.966666666666667
476.0	-0.0128	-0.0096	0.0288	0.1381	0.4159	-1	1	15.866666666666667
477.0	-0.0108	-0.0088	0.0313	0.1301	0.8152	-1	1	15.9
477.0	0.3402	-0.3837	0.416	-0.1439	0.4043	-1	1	15.9
478.0	-0.0101	-0.0124	0.0312	0.1296	0.7621	-1	1	15.933333333333334
479.0	-0.0115	-0.0128	0.0307	0.1292	0.5966	-1	1	15.966666666666667
480.0	-0.013	-0.0168	0.0286	0.1274	0.6551	-1	1	16.0
481.0	-0.0129	-0.017	0.0286	0.1273	0.6335	-1	1	16.033333333333335
482.0	-0.0118	-0.0244	0.0316	0.1163	0.4333	-1	1	16.066666666666666
485.0	-0.0122	-0.1027	0.0367	0.0918	0.7535	-1	1	16.166666666666668
486.0	-0.0122	-0.1027	0.0368	0.0917	0.7488	-1	1	16.2
487.0	-0.0164	-0.1287	0.0313	0.0873	0.5937	-1	1	16.233333333333334
489.0	-0.029	-0.202	0.0407	0.0804	0.6668	-1	1	16.3
493.0	-0.2918	-0.2376	-0.2347	-0.0531	0.4858	-1	1	16.433333333333334
497.0	-0.4999	-0.1158	-0.4222	-0.0222	0.6429	-1	1	16.566666666666666
509.0	-0.0744	-0.0783	-0.0397	0.0025	0.6539	-1	1	16.966666666666665
510.0	-0.0735	-0.0985	-0.037	-0.0217	0.6695	-1	1	17.0
511.0	-0.0737	-0.0989	-0.0369	-0.0213	0.6201	-1	1	17.033333333333335
567.0	-0.1061	-0.2659	-0.0197	-0.1726	0.7085	-1	1	18.9
577.0	0.0284	0.1888	0.0582	0.2306	0.4509	-1	1	19.233333333333334
578.0	-0.0319	0.2101	0.064	0.4954	0.5437	-1	1	19.266666666666666
579.0	-0.0332	0.2078	0.0583	0.4959	0.5581	-1	1	19.3
580.0	-0.0339	0.2057	0.0615	0.4953	0.4798	-1	1	19.333333333333332
581.0	-0.0339	0.2053	0.0623	0.4952	0.5046	-1	1	19.366666666666667
582.0	-0.0344	0.201	0.067	0.4949	0.6436	-1	1	19.4
583.0	-0.0343	0.2014	0.0684	0.4947	0.6282	-1	1	19.433333333333334
584.0	-0.0347	0.2002	0.0692	0.4932	0.4492	-1	1	19.466666666666665
585.0	-0.0345	0.2039	0.0662	0.4921	0.43	-1	1	19.5
604.0	-0.0183	0.2047	0.066	0.448	0.4949	-1	1	20.133333333333333
605.0	-0.0232	0.2046	0.0682	0.4454	0.4883	-1	1	20.166666666666668
606.0	-0.0233	0.2046	0.0679	0.4469	0.508	-1	1	20.2
607.0	0.011	0.3123	0.0295	0.4435	0.5129	-1	1	20.233333333333334
608.0	0.0115	0.3106	0.0296	0.4419	0.4651	-1	1	20.266666666666666
608.0	-0.0077	0.2079	0.0657	0.4465	0.4052	-1	1	20.266666666666666
610.0	-0.0056	0.2082	0.0642	0.4445	0.4971	-1	1	20.333333333333332
611.0	-0.005	0.2082	0.0642	0.4445	0.5564	-1	1	20.366666666666667
612.0	-0.0065	0.2078	0.0634	0.4417	0.7813	-1	1	20.4
613.0	-0.0067	0.2054	0.0618	0.4435	0.7994	-1	1	20.433333333333334
614.0	-0.0002	0.2045	0.0609	0.4386	0.6561	-1	1	20.466666666666665
619.0	0.0167	0.3008	0.0322	0.433	0.4037	-1	1	20.633333333333333
620.0	0.0168	0.2995	0.0337	0.4317	0.549	-1	1	20.666666666666668
621.0	0.0168	0.2993	0.0338	0.4318	0.5777	-1	1	20.7
622.0	0.0183	0.2971	0.0347	0.429	0.5462	-1	1	20.733333333333334
624.0	0.0203	0.2933	0.0371	0.423	0.5444	-1	1	20.8
625.0	0.0213	0.2923	0.0392	0.4232	0.6256	-1	1	20.833333333333332
626.0	0.0213	0.2923	0.0393	0.4232	0.6279	-1	1	20.866666666666667
627.0	0.0235	0.2927	0.0415	0.4204	0.5006	-1	1	20.9
628.0	0.0257	0.2922	0.0421	0.4203	0.4187	-1	1	20.933333333333334
634.0	0.0143	0.2038	0.0802	0.4239	0.6175	-1	1	21.133333333333333
635.0	0.0152	0.2013	0.081	0.4258	0.5118	-1	1	21.166666666666668
636.0	0.0147	0.2014	0.0809	0.4248	0.5327	-1	1	21.2
638.0	0.0122	0.2007	0.0817	0.4165	0.5165	-1	1	21.266666666666666
640.0	0.0197	0.1948	0.0837	0.4065	0.4551	-1	1	21.333333333333332
641.0	0.0162	0.1897	0.0838	0.4075	0.4316	-1	1	21.366666666666667
642.0	0.0175	0.1968	0.0843	0.405	0.5837	-1	1	21.4
643.0	0.0175	0.1943	0.0851	0.4075	0.6477	-1	1	21.433333333333334
684.0	-0.0703	-0.4971	0.1108	0.2548	0.7005	-1	1	22.8
685.0	-0.0652	-0.4969	0.1121	0.2501	0.6492	-1	1	22.833333333333332
686.0	-0.0652	-0.4969	0.1176	0.2524	0.6143	-1	1	22.866666666666667
688.0	-0.0453	-0.4837	0.1304	0.2575	0.8486	-1	1	22.933333333333334
689.0	-0.0462	-0.4959	0.1381	0.2577	0.9281	-1	1	22.966666666666665
695.0	0.0123	-0.4856	0.176	0.2503	0.4509	-1	1	23.166666666666668
696.0	0.0121	-0.486	0.176	0.2502	0.4435	-1	1	23.2
715.0	0.2365	0.2852	0.4995	0.495	0.4876	-1	1	23.833333333333332
716.0	0.2365	0.2854	0.4995	0.495	0.4533	-1	1	23.866666666666667
717.0	0.2175	0.3072	0.5	0.4949	0.4855	-1	1	23.9
719.0	-0.0481	-0.0364	0.0887	0.127	0.6476	-1	1	23.966666666666665
720.0	-0.0223	-0.0405	0.1023	0.1224	0.5591	-1	1	24.0
721.0	-0.0226	-0.0404	0.1023	0.1224	0.5768	-1	1	24.033333333333335
722.0	0.0026	-0.0247	0.1134	0.1214	0.829	-1	1	24.066666666666666
723.0	0.0319	-0.0174	0.1283	0.1202	0.7614	-1	1	24.1
745.0	-0.4998	0.1849	-0.4694	0.3937	0.4127	-1	1	24.833333333333332
746.0	-0.4998	0.185	-0.4694	0.3938	0.4118	-1	1	24.866666666666667
747.0	-0.4997	0.1618	-0.4652	0.4014	0.5491	-1	1	24.9
752.0	-0.4986	0.0427	-0.3684	0.4918	0.4762	-1	1	25.066666666666666
753.0	-0.4991	0.0026	-0.3793	0.4803	0.7497	-1	1	25.1
755.0	-0.4992	-0.1649	-0.3564	0.3542	0.7543	-1	1	25.166666666666668
756.0	-0.4992	-0.1636	-0.3568	0.3542	0.727	-1	1	25.2
757.0	-0.0307	-0.3519	0.1504	-0.0823	0.5359	-1	1	25.233333333333334
759.0	-0.2199	-0.0346	-0.1712	0.0558	0.504	-1	1	25.3
761.0	-0.2214	-0.0478	-0.1663	0.0576	0.4265	-1	1	25.366666666666667
850.0	-0.1184	0.3433	0.0147	0.4917	0.772	-1	1	28.333333333333332
851.0	-0.1184	0.3432	0.0149	0.4919	0.763	-1	1	28.366666666666667
852.0	-0.1159	0.2947	0.0438	0.4901	0.8781	-1	1	28.4
853.0	-0.0889	0.2795	0.0819	0.4682	0.5299	-1	1	28.433333333333334
895.0	-0.3524	-0.3941	-0.0938	0.4949	0.4725	-1	1	29.833333333333332
896.0	-0.3528	-0.394	-0.0937	0.4948	0.4736	-1	1	29.866666666666667
897.0	-0.3217	-0.3932	-0.096	0.4942	0.4566	-1	1	29.9
900.0	-0.2922	-0.3919	-0.0935	0.4943	0.7714	-1	1	30.0
901.0	-0.2922	-0.3919	-0.0937	0.4942	0.7722	-1	1	30.033333333333335
950.0	-0.4989	0.1656	-0.2392	0.4956	0.4101	-1	1	31.666666666666668
951.0	-0.4989	0.166	-0.2394	0.4956	0.4396	-1	1	31.7
964.0	0.0056	0.3152	0.0688	0.4294	0.5343	-1	1	32.13333333333333
965.0	0.0002	0.3111	0.0693	0.4259	0.4217	-1	1	32.166666666666664
967.0	0.0119	0.3187	0.0703	0.425	0.494	-1	1	32.233333333333334
968.0	0.0104	0.3157	0.0692	0.4251	0.5278	-1	1	32.266666666666666
969.0	-0.0235	0.3192	0.0686	0.4412	0.6823	-1	1	32.3
969.0	0.0162	0.3194	0.0683	0.4315	0.4548	-1	1	32.3
970.0	-0.0285	0.3314	0.0661	0.4617	0.8674	-1	1	32.333333333333336
971.0	-0.0285	0.3319	0.0661	0.4616	0.8682	-1	1	32.36666666666667
979.0	-0.2568	-0.4933	0.0433	0.4668	0.9292	-1	1	32.63333333333333
980.0	-0.2651	-0.4906	0.0456	0.4619	0.9361	-1	1	32.666666666666664
981.0	-0.2651	-0.4905	0.0457	0.462	0.936	-1	1	32.7
982.0	-0.274	-0.4936	0.0495	0.4577	0.9257	-1	1	32.733333333333334
983.0	-0.2843	-0.4918	0.0518	0.4495	0.904	-1	1	32.766666666666666
984.0	-0.2924	-0.47	0.055	0.4461	0.8951	-1	1	32.8
985.0	-0.3035	-0.465	0.0621	0.4471	0.8121	-1	1	32.833333333333336
986.0	-0.3034	-0.4728	0.0623	0.447	0.7834	-1	1	32.86666666666667
987.0	-0.3122	-0.4822	0.064	0.443	0.7372	-1	1	32.9
988.0	-0.3241	-0.4977	0.0708	0.444	0.7654	-1	1	32.93333333333333
989.0	-0.3362	-0.265	0.0699	0.4416	0.7907	-1	1	32.96666666666667
992.0	-0.422	-0.4988	0.3756	0.5	0.5222	-1	1	33.06666666666667
993.0	-0.3953	-0.5	0.4919	0.4928	0.763	-1	1	33.1
994.0	-0.4644	-0.5	0.4975	0.4951	0.5412	-1	1	33.13333333333333
1024.0	0.0185	0.038	0.3233	0.1272	0.7189	-1	1	34.13333333333333
1029.0	-0.0227	-0.1322	0.3066	-0.0336	0.6302	-1	1	34.3
1030.0	-0.0297	-0.1661	0.3415	-0.0495	0.7809	-1	1	34.333333333333336
1031.0	-0.0292	-0.1661	0.3418	-0.0496	0.7816	-1	1	34.36666666666667
1032.0	-0.0278	-0.1871	0.3631	-0.056	0.6374	-1	1	34.4
1033.0	-0.4925	-0.1844	0.371	0.4934	0.5073	-1	1	34.43333333333333
1034.0	-0.0382	-0.1721	0.3536	-0.0456	0.5633	-1	1	34.46666666666667
1035.0	-0.0372	-0.1483	0.3381	-0.0291	0.6655	-1	1	34.5
1036.0	-0.037	-0.1482	0.3382	-0.0292	0.6622	-1	1	34.53333333333333
1037.0	-0.0369	-0.1064	0.3005	0.0125	0.5616	-1	1	34.56666666666667
1042.0	0.0247	0.1427	0.3091	0.2362	0.593	-1	1	34.733333333333334
1043.0	0.0133	0.1308	0.3094	0.2168	0.7254	-1	1	34.766666666666666
1052.0	-0.0968	-0.0744	-0.0331	0.1766	0.6987	-1	1	35.06666666666667
1053.0	-0.0955	-0.0626	-0.0347	0.1901	0.7357	-1	1	35.1
1067.0	-0.2676	-0.2811	0.2802	0.2157	0.923	-1	1	35.56666666666667
1068.0	-0.2687	-0.2842	0.2805	0.2159	0.9239	-1	1	35.6
1069.0	-0.2761	-0.4359	0.2774	0.2175	0.9148	-1	1	35.63333333333333
1070.0	-0.2379	-0.4898	0.2901	0.2326	0.8936	-1	1	35.666666666666664
1071.0	-0.2416	-0.4967	0.3058	0.2334	0.8945	-1	1	35.7
1072.0	-0.2223	-0.4958	0.3243	0.2256	0.8684	-1	1	35.733333333333334
1073.0	-0.2227	-0.4958	0.3248	0.226	0.8673	-1	1	35.766666666666666
1074.0	-0.2301	-0.4975	0.3359	0.2239	0.9025	-1	1	35.8
1075.0	-0.2258	-0.4966	0.3418	0.221	0.9187	-1	1	35.833333333333336
1076.0	-0.2195	-0.4952	0.3469	0.227	0.9001	-1	1	35.86666666666667
1077.0	-0.2086	-0.4994	0.3537	0.2316	0.862	-1	1	35.9
1078.0	-0.2085	-0.4995	0.3537	0.2317	0.8603	-1	1	35.93333333333333
1079.0	-0.1886	-0.497	0.3648	0.223	0.8909	-1	1	35.96666666666667
1092.0	-0.2077	-0.2607	0.2055	0.4938	0.8581	-1	1	36.4
1093.0	-0.2077	-0.2608	0.2057	0.4938	0.87	-1	1	36.43333333333333
1094.0	-0.3731	-0.2696	0.2231	0.4933	0.8231	-1	1	36.46666666666667
1095.0	-0.3704	-0.0181	-0.1752	0.4935	0.8667	-1	1	36.5
1095.0	-0.3868	-0.201	0.2388	0.4935	0.5623	-1	1	36.5
1096.0	-0.38	-0.012	-0.1757	0.4935	0.8146	-1	1	36.53333333333333
1096.0	-0.3858	-0.3322	0.2445	0.493	0.5353	-1	1	36.53333333333333
1097.0	-0.384	0.0021	-0.1719	0.4929	0.7438	-1	1	36.56666666666667
1098.0	-0.3842	0.0016	-0.1723	0.4929	0.7722	-1	1	36.6
1099.0	-0.3922	-0.3972	0.259	0.492	0.7457	-1	1	36.63333333333333
1099.0	-0.3857	-0.0425	-0.1734	0.4936	0.4131	-1	1	36.63333333333333
1100.0	-0.4034	-0.4343	0.2445	0.4917	0.7818	-1	1	36.666666666666664
1101.0	-0.3919	-0.0965	-0.178	0.4938	0.6763	-1	1	36.7
1102.0	-0.3913	-0.0946	-0.1718	0.4933	0.4709	-1	1	36.733333333333334
1103.0	-0.3913	-0.0944	-0.1718	0.4933	0.4759	-1	1	36.766666666666666
1104.0	-0.395	-0.0908	-0.1735	0.4938	0.6012	-1	1	36.8
1105.0	-0.3987	-0.5	0.2444	0.4928	0.5866	-1	1	36.833333333333336
1106.0	-0.3981	-0.5	0.2491	0.4933	0.6785	-1	1	36.86666666666667
1107.0	-0.4005	-0.4671	0.2479	0.4919	0.8108	-1	1	36.9
1108.0	-0.4004	-0.4648	0.248	0.4919	0.8229	-1	1	36.93333333333333
1109.0	-0.4001	-0.4509	0.2483	0.4921	0.8318	-1	1	36.96666666666667
1110.0	-0.4005	-0.44	0.2473	0.4923	0.8872	-1	1	37.0
1111.0	-0.4008	-0.4255	0.2454	0.4925	0.8849	-1	1	37.03333333333333
1112.0	-0.4014	-0.4191	0.2432	0.4925	0.8855	-1	1	37.06666666666667
1113.0	-0.4016	-0.4195	0.2432	0.4926	0.884	-1	1	37.1
1114.0	-0.3985	-0.42	0.2425	0.4927	0.8931	-1	1	37.13333333333333
1115.0	-0.3977	-0.4162	0.2415	0.4925	0.8373	-1	1	37.166666666666664
1116.0	-0.3963	-0.411	0.2411	0.4926	0.8188	-1	1	37.2
1117.0	-0.3952	-0.4104	0.2403	0.4926	0.8481	-1	1	37.233333333333334
1118.0	-0.3952	-0.4113	0.2406	0.4925	0.8378	-1	1	37.266666666666666
1119.0	-0.3956	-0.4108	0.2403	0.4925	0.8391	-1	1	37.3
1119.0	-0.3752	-0.0426	-0.1678	0.4945	0.4127	-1	1	37.3
1120.0	-0.3965	-0.4079	0.2397	0.4924	0.8185	-1	1	37.333333333333336
1120.0	-0.3753	-0.053	-0.169	0.4942	0.4922	-1	1	37.333333333333336
1121.0	-0.396	-0.4104	0.2385	0.4925	0.8439	-1	1	37.36666666666667
1121.0	-0.3753	-0.0519	-0.1694	0.4942	0.6675	-1	1	37.36666666666667
1122.0	-0.3961	-0.4127	0.2386	0.4925	0.8369	-1	1	37.4
1122.0	-0.3749	-0.05	-0.1694	0.4943	0.6497	-1	1	37.4
1123.0	-0.396	-0.4119	0.2385	0.4925	0.8469	-1	1	37.43333333333333
1123.0	-0.3749	-0.05	-0.1694	0.4943	0.6191	-1	1	37.43333333333333
1124.0	-0.3952	-0.4112	0.2378	0.4924	0.8451	-1	1	37.46666666666667
1124.0	-0.3749	-0.0471	-0.1695	0.4943	0.4957	-1	1	37.46666666666667
1125.0	-0.3952	-0.4127	0.2371	0.4923	0.8232	-1	1	37.5
1125.0	-0.3749	-0.0469	-0.1701	0.4943	0.7603	-1	1	37.5
1126.0	-0.3957	-0.4135	0.2369	0.4923	0.8114	-1	1	37.53333333333333
1126.0	-0.3751	-0.048	-0.1706	0.4943	0.7222	-1	1	37.53333333333333
1127.0	-0.3791	-0.4089	0.1592	0.4964	0.8275	-1	1	37.56666666666667
1127.0	-0.3757	-0.0512	-0.1709	0.4942	0.4235	-1	1	37.56666666666667
1128.0	-0.3791	-0.4089	0.1595	0.4964	0.83	-1	1	37.6
1129.0	-0.3789	-0.412	0.1601	0.4964	0.8316	-1	1	37.63333333333333
1129.0	-0.3755	-0.0512	-0.171	0.4942	0.4261	-1	1	37.63333333333333
1130.0	-0.3759	-0.046	-0.172	0.4943	0.8244	-1	1	37.666666666666664
1130.0	-0.3795	-0.412	0.1515	0.4967	0.8179	-1	1	37.666666666666664
1131.0	-0.3797	-0.4135	0.145	0.4963	0.8515	-1	1	37.7
1131.0	-0.3761	-0.0489	-0.172	0.4944	0.6406	-1	1	37.7
1132.0	-0.3817	-0.4148	0.1478	0.4959	0.8419	-1	1	37.733333333333334
1132.0	-0.3777	-0.0434	-0.1732	0.4945	0.629	-1	1	37.733333333333334
1133.0	-0.3817	-0.4144	0.149	0.4959	0.8435	-1	1	37.766666666666666
1133.0	-0.3776	-0.0431	-0.1732	0.4945	0.6673	-1	1	37.766666666666666
1134.0	-0.3835	-0.4122	0.1371	0.4955	0.8326	-1	1	37.8
1134.0	-0.3794	-0.0509	-0.1743	0.4946	0.5548	-1	1	37.8
1135.0	-0.3856	-0.4168	0.1304	0.4952	0.8243	-1	1	37.833333333333336
1135.0	-0.3815	-0.0616	-0.1749	0.494	0.524	-1	1	37.833333333333336
1136.0	-0.3873	-0.4187	0.1308	0.4946	0.7056	-1	1	37.86666666666667
1136.0	-0.3832	-0.0983	-0.1756	0.4943	0.5631	-1	1	37.86666666666667
1137.0	-0.3884	-0.4185	0.1214	0.4946	0.7608	-1	1	37.9
1138.0	-0.3884	-0.418	0.1231	0.4945	0.7616	-1	1	37.93333333333333
1139.0	-0.3905	-0.419	0.1079	0.4946	0.7442	-1	1	37.96666666666667
1140.0	-0.3886	-0.0548	-0.1828	0.4942	0.6174	-1	1	38.0
1140.0	-0.3931	-0.4216	0.1207	0.4941	0.5318	-1	1	38.0
1141.0	-0.3901	-0.0512	-0.1848	0.4941	0.6683	-1	1	38.03333333333333
1141.0	-0.3945	-0.4229	0.1128	0.4941	0.432	-1	1	38.03333333333333
1142.0	-0.3913	-0.0637	-0.1851	0.4948	0.4974	-1	1	38.06666666666667
1142.0	-0.3949	-0.4267	0.1154	0.4942	0.4782	-1	1	38.06666666666667
1143.0	-0.3949	-0.4267	0.1152	0.4941	0.4892	-1	1	38.1
1143.0	-0.3912	-0.0586	-0.1856	0.4945	0.4841	-1	1	38.1
1144.0	-0.3927	-0.0625	-0.1862	0.4947	0.6143	-1	1	38.13333333333333
1145.0	-0.3929	-0.071	-0.1863	0.4946	0.6029	-1	1	38.166666666666664
1146.0	-0.3931	-0.0648	-0.1876	0.494	0.7054	-1	1	38.2
1147.0	-0.3952	-0.0562	-0.189	0.4941	0.4766	-1	1	38.233333333333334
1147.0	-0.3981	-0.4351	0.1147	0.4942	0.4075	-1	1	38.233333333333334
1148.0	-0.398	-0.4351	0.1147	0.4943	0.4769	-1	1	38.266666666666666
1148.0	-0.3952	-0.0559	-0.1889	0.494	0.4608	-1	1	38.266666666666666
1149.0	-0.3979	-0.4399	0.1139	0.4945	0.5218	-1	1	38.3
1149.0	-0.3952	-0.0567	-0.1887	0.494	0.4347	-1	1	38.3
1150.0	-0.3976	-0.4419	0.1182	0.4947	0.5471	-1	1	38.333333333333336
1150.0	-0.3953	-0.0578	-0.1893	0.4942	0.4564	-1	1	38.333333333333336
1151.0	-0.3977	-0.4424	0.1186	0.4949	0.6215	-1	1	38.36666666666667
1151.0	-0.3955	-0.0588	-0.1894	0.4942	0.4985	-1	1	38.36666666666667
1152.0	-0.3976	-0.4438	0.1229	0.495	0.6877	-1	1	38.4
1153.0	-0.3976	-0.4435	0.1234	0.495	0.6976	-1	1	38.43333333333333
1154.0	-0.3981	-0.4451	0.1239	0.495	0.7045	-1	1	38.46666666666667
1154.0	-0.3958	-0.0663	-0.1897	0.4942	0.4894	-1	1	38.46666666666667
1155.0	-0.398	-0.4447	0.1243	0.4951	0.7108	-1	1	38.5
1155.0	-0.3957	-0.0675	-0.1897	0.4943	0.5802	-1	1	38.5
